,Article,Date,Heading,,,
2218,PARIS:Portugal captain Cristiano Ronaldo was stretchered off injured in tears just 25 minutes into Sunday's Euro 2016 final against France in Paris.,7/11/16,Portugals Ronaldo stretchered out of Euro 2016 fi,,,
2219,"REVEL, France: Michael Matthews completed the full set of Grand Tour stage victories with a ""dream come true"" success at the Tour de France 10th stage on Tuesday.Reigning champion Chris Froome retained the leader's yellow jersey, the Briton rolling over the line with a languid peloton almost 10 minutes behind Matthews.The 25-year-old Australian had already taken three stage wins at the Vuelta a Espana and two on the Giro d'Italia.But on Tuesday he pipped world champion Peter Sagan and Edvald Boassen Hagen of Norway in a sprint finish following great teamwork from his Orica outfit.Fellow Aussie Luke Durbridge and South African Daryl Impey sacrificed their own victory chances to allow the fast-finishing Matthews to burst to the line first at the end of the 184km trek from Andorra to Revel.Matthews, from Canberra, even had time to lift his arms in celebration before crossing the line.""It's unbelievable. It's only just sinking in,"" said Matthews. ""I was close to giving in at this race after I had two bad crashes two years and one year ago. I thought maybe this race is not for me but today my dream came true.  ""It was never the plan to go for a breakaway today. We wanted a bunch sprint finish but we're such a strong group of guys.It was a high calibre six-man sprint containing four former Tour stage winners, while Impey once wore the race leader's yellow jersey.That remained with Froome, with his British countryman Adam Yates, who also rides for Orica, second at 16sec and Dan Martin of Ireland third overall at 19sec.'",7/12/16,Dream comes true as Matthews completes Grand Tour,,,
2220,"St. JOHN's, Antigua and Barbuda: The Jason Holder-captained West Indies squad for the upcoming four Test series against India was released on Monday, with Denesh Ramdin a frustrated absentee.Ramdin took to social media to express his displeasure at being overlooked for the series with the first Test starting in Antigua on July 21.The West Indies wicket keeper was served with an unspecified punishment for venting his frustration in public, the West Indies Cricket board announced in a statement.Ramdin was a member of the one-day-international squad which finished runners-up in the Tri-Nation series with winners Australia and South Africa.Also missing was 32-year-old right-arm fast bowler Jerome Taylor, who has retired from this format of the game.Taylor played 46 Tests for the West Indies, taking 130 wickets.His best bowling figures are six for 47 against Australia at Sabina Park in 2015.He has had four five-test wicket hauls in his 13-year Test career. His top score was 106, batting at number 8 against New Zealand in 2008.He debuted against Sri Lanka in 2003 and played his last Test series against Australia in January this year.West Indies squad: Jason Holder (captain), Kraigg Brathwaite, Devendra Bishoo, Jermaine Blackwood, Carlos Brathwaite, Darren Bravo, Rajendra Chandrika, Roston Chase, Shane Dorwich, Shannon Gabriel, Leon Johnson, Marlon Samuels  Fixtures: July 21-25: Sir Vivian Richards Cricket Ground, Antigua,July 30-Aug 3: Sabina Park, Jamaica,Aug 9-13: Daren Sammy National Cricket Ground, St LuciaAugust 18-22: Queen's Park Oval, Trinidad and Tobago",7/12/16,Holder captained West Indies without Ramdin Taylor,,,
2221,"DHAKA: Golfer Siddikur Rahman has become the first ever Bangladeshi to directly qualify for the Olympics Games after cementing his status as one of the top 60 players for next month's tournament in Rio de Janeiro.The 31-year-old's place was confirmed when he finished in 56th place in the rankings list published by the International Golf Federation on Monday, the cut-off date for qualification.Bangladesh is the most populous country never to have won an Olympic medal and all previous entrants have had to rely on wildcards provided by the International Olympic Committee and other international sports bodies.While several of the world's top golfers, including Rory McIlroy and Jordan Spieth, are staying away from Rio, two-times Asian Tour winner Siddikur has made clear his excitement at the prospect of competing for a medal.Speaking to the Asian Tour's official website last week, Siddikur described the Olympics as ""the top of the tree for sports"".In a country otherwise obsessed with cricket, Siddikur has become a major star in Bangladesh and been dubbed the ""Tiger Woods of Bengal"".He developed his love of the game by collecting balls at Dhaka's upmarket Kurmitola Golf Club before turning professional in 2005.Siddikur is now expected to carry Bangladesh's flag in the opening ceremony in Rio on August 5 as the head of a small contingent which will include four compatriots who have been granted wildcards.It is the first time in 112 years that golf has been staged at the Olympics, with 60 competitors each in the men's and women's events playing a 72-hole strokeplay tournament.'",7/12/16,Siddikur creates Olympic history for Banglad,,,
2222,"LONDON: England should have gambled on seamer James Anderson's fitness and included him in the squad for the first test against Pakistan at Lord's, paceman Stuart Broad has said.",7/12/16,Anderson England squad Lords test Broad,,,
2223,"MELBOURNE: Australia paceman Mitchell Starc can take 300 test wickets and join the ranks of the nation's great seamers if he can stay fit for long enough, coach Darren Lehmann said.",7/12/16,Starc 300 test wickets if fit L,,,
2224,"NORTH SOUND, Antigua: West Indies have replaced wicketkeeper Denesh Ramdin with Shane Dowrich for the four-Test series at home to India which starts in Antigua next Thursday.Ramdin, a veteran of 74 Tests, said he had been dropped because the selectors did not think his batting average was good enough.He has scored 2,898 Test runs at an average of 25.87.""New chairman says my avg isn't Gud,"" Ramdin tweeted, referring to new West Indies chairman of selectors Courtney Browne, who has replaced Clive Lloyd.Ramdin's comments earned a sanction from the West Indies Cricket Board (WICB) for a breach of the terms of his retainer contract, the board said.Dowrich, 24, has played two tests, against Australia in the Caribbean last summer, though he was used then as a specialist batsman, with Ramdin keeping wicket.The 12-man squad again does not include several of the most dynamic West Indies players, such as Chris Gayle, Dwayne Bravo, Darren Sammy and Kieron Pollard, whose focus is on Twenty20.Fast bowler Jerome Taylor is also missing after becoming the latest in a long list of players to quit the test format.West Indies' fortunes have diverged in recent years, with the Twenty20 team winning the world championship in 2012 and 2016, while test performances have deteriorated sharply.Fast bowler Jason Holder captains the team, which also includes the two batting heroes from the recent World Twenty20 triumph, Marlon Samuels and Carlos Brathwaite.Squad: Jason Holder (captain), Kraigg Brathwaite (vice captain), Devendra Bishoo, Jermaine Blackwood, Carlos Brathwaite, Darren Bravo, Rajendra Chandrika, Roston Chase, Shane Dowrich, Shannon Gabriel, Leon Johnson, Marlon Samuels",7/12/16,Ramdin dropped from Windies squad for India seri,,,
2225,"NEW YORK: The 2016 US Open, the fourth and final Grand Slam of the year, will dish out a record $46.3 million in prize money, including $3.5 million for the men's and women's singles champions.The bumped-up new purse, announced by the US Tennis Association, will make for an increase of about 10 percent per round for players, with the singles runners-up commanding $1.75 million.The numbers outstrip those paid at the other Grand Slam events. This year's Wimbledon champions, Andy Murray and Serena Williams, earned two million pounds (about $2.6 million) apiece out of a prize money pool of 28.1 million pounds.""We are proud that this year's US Open will offer the richest purse in tennis history,"" said USTA president Katrina Adams.This year's edition of the US Open will begin August 23 and feature a new retractable roof over Arthur Ashe Stadium Court as well as a new Grandstand Stadium.",7/13/16,US Open boosts prize money to record 463 milli,,,
2226,"LONDON: Mohammad Amir may be the centre of attention in the build-up to the first Test against England at Lord's, but Thursday's match is also a milestone for Pakistan captain Misbah-ul-Haq.Selection rows and fall-outs with previous Pakistan regimes mean that experienced batsman Misbah is now making his first Test tour of England at the advanced age of 42.It was six years ago that Amir, new-ball partner Mohammad Asif and then-captain Salman Butt tarnished the reputation of Pakistan cricket with their involvement in a spot-fixing affair that saw the trio conspire to deliberately bowl no-balls during the 2010 Lord's Test against England.All three were given five-year bans and jail sentences.The intervening period has not been easy for Pakistan, who have had to get used to playing all their ""home"" matches in the United Arab Emirates because of security concerns arising from an armed attack on Sri Lanka's team coach in Lahore in 2009.But under Misbah's shrewed guidance Pakistan have become tough to beat in the UAE and a competitive side abroad, traits reflected in their third place in the current world Test rankings -- one position above England.Indeed they have yet to lose a Test series in their adopted home, with England beaten in two of those campaigns for an aggregate 5-0 scoreline in Pakistan's favour.An experienced batsman who has had a calming effect on the players around him, Misbah has overseen the reintegration of Amir into the side.Having coped with the understandable interest in Amir making his return to Test cricket at Lord's, the scene of the crime, Misbah had no problems in fending off enquiries about how long he intends to keep playing for Pakistan.""My retirement has been discussed every series,"" Misbah told reporters at Lord's on Wednesday. ""I could have retired after the UAE against England (last year) -- but we've been playing together for six years.""I decided I need to be here in a tough series for Pakistan, and I really want to do well here.""Misbah has a fine Test record, with nearly 4,500 runs at an impressive average of nearly 49 in 61 matches.Yet for all his experience, there is still something special about playing a Test at ""the home of cricket"".""There are no nerves (yet),"" said Misbah. ""That's something you always wait for.""It's a big occasion -- everyone wants to play at Lord's, just to perform well here and get the respect of every spectator and supporter.""But for Misbah it is the health of the Pakistan team, rather than personal goals, which remains his priority.""If you analyse what we did in the last six years, it's overall discipline, belief -- consistently playing the same team,"" he said. ""We missed bowlers -- but Yasir Shah came in, and they've been outstanding.""With the batting line-up, it's discipline"".He added: ""Luckily, we played most cricket in UAE, have got used to conditions and made the most of it.""It's given us good confidence, and that is really helping in Test cricket.""'",7/13/16,Misbah set to finally realise Lords dr,,,
2227,"LONDON: A 12-member Pakistan cricket team announced for the first match of the four-Test series against England, to be played here at the historic ground of Lord's on Thursday.Hosts England 'have already announced their playing XI for the match.Teams and officials for the first Test between England and Pakistan at Lord's on Thursday:England: Alastair Cook (capt), Alex Hales, Joe Root, James Vince, Gary Ballance, Jonny Bairstow (wkt), Moeen Ali, Chris Woakes, Stuart Broad, Steven Finn, Jake Ball. Pakistan: Mohammad Hafeez, Shan Masood, Azhar Ali, Younis Khan, Misbah-ul-Haq (capt), Asad Shafiq, Sarfraz Ahmed (wkt), Wahab Riaz, Mohammad Amir, Sohail Khan, Yasir Shah, Rahat Ali.Umpires: Kumar Dharmasena (SRI), Joel Wilson (WIS), TV umpire: Rod Tucker (AUS) Match referee: Richie Richardson (WIS)",7/13/16,Pakistan cricket team announced for first T,,,
2228,"LONDON: Manchester United's pre-season tour of China this month, when they face Manchester City and Borussia Dortmund, will give the players an opportunity to forge a close bond, manager Jose Mourinho has said.",7/13/16,Mourinho hopes United players will forge close bond in Chi,,,
2229,LONDON: Pakistan first Test against England beginning on Thursday (July 14) at Lord's will see the long-awaited return of pacer Mohammad Amir to the venue and to the game.,7/13/16,Mohammad Amir all set returnTest cri,,,
2230,"LONDON: Former Pakistani cricket team captain and swashbuckling batsman Shahid Afridi said in his latest statement that the cricketing talent in the country did not match up to its demand in Pakistan.'According to details, Afridi expressed his views about cricketing talent in the country during an interview with BBC Urdu. The pinch-hitter said that the type of talent that was coming up in Pakistan did not match with the cricket demand in the country.'""We always say that Pakistan has very talented cricketers. But it is not producing the sort of talent needed for international cricket. Sorry. No talent,"" he said.'Afridi said during the same interview that there was a lot that could be corrected in the Pakistan Cricket Board (PCB) but if he said anything, he would be sent a notice the next morning.'Shahid Afridi also spoke on Pakistani fast bowler Mohommad Amir and said that even at such a young age, Amir was quite mature. He said that the bowler was mentally very strong and expressed the hope that Amir would fulfill the expectations that everyone had from him.'In response to a question about Mohommad Amir playing for the first time after his spot-fixing scandal, Afridi stated that it was an old practice of the British media to pressurize any cricketer they viewed as a threat before an important series.'On the issue of retirement, Afridi said he had never been a burden on the national cricket team. The all-rounder said that God had bestowed him with a lot of respect and that he would continue to play cricket with respect and also quit the game with dignity.'In response to a question about improving cricket for women in the country, Afridi stated that it was important first to enhance men's cricket in the country. He stated that when male cricketers complain of lack of facilities, imagine the difficult circumstances female cricketers had to cope with.''",7/13/16,Afridi questions presence of cricketing talent in Paki,,,
2231,"LAHORE: Pakistani cricketer and former captain of the national side Salman Butt said that it was now time to forget about the spot-fixing saga and move on.'""People always deserve a second chance in life but sport is different. We are paid to play a sport we love and are damn lucky to lead the life of a professional cricketer. To try and gain an advantage by taking drugs or devaluing your sport by being bribed is breaking the 11th and 12th commandments. There can be no way back,"" Pietersen had said.'Pakistan clash against England on 14th July in the first of the four-match test series. The first test match is scheduled to take place at Lords.'''",7/13/16,Time to move on and forget about spot fixing saga Salman Bu,,,
2232,"LONDON: England batting mainstay Joe Root has dismissed ""trash talk"" by Pakistan paceman Wahab Riaz who claimed he has got the batsman's number going into the first test at Lord's starting on Thursday.",7/13/16,Englands Root dismisses Wahab Riaz trash,,,
2233,"MUMBAI: Cricket pitches need to be more bowler-friendly if the rising imbalance between bat and ball is to be addressed, Indian batting great Sachin Tendulkar has said.",7/13/16,Tendulkar calls for more help from pitches for bowler,,,
2234,Banned Pakistan bowler Mohammad Amir would not have the chance to return to the sport on Thursday after serving a five-year ban for spot-fixing if former England batsman Kevin Pietersen had his way.,7/13/16,Ban match fixers for life says Pieter,,,
2235,"LONDON: Wahab Riaz has warned any England cricketers who 'sledge' or verbally abuse their Pakistani opponents during the upcoming Test series may get more than they bargained for.It will be Pakistan's first series in England since their infamous 2010 tour.That saw bowlers Mohammad Amir and Mohammad Asif, together with the then captain Salman Butt given five-year bans an jail sentences for their roles in deliberately bowling no-balls during that year's Lord's Test as part of a spot-fixing 'sting' operation by a tabloid newspaper.Later that tour, when the teams returned to Lord's for a one-day international, fast bowler Riaz and England batsman Jonathan Trott had to be separated in the nets after an angry exchange of words.Riaz, recalling the incident, told reporters at Lord's on Tuesday. ""He was a bit rude and when it comes to being rude you can never beat the Pakistanis on it. We are the most rude when it comes to it.""We are nice but if somebody is rude we won't spare it."" The fast bowler added: ""He was a bit rude, he was angry, he was not scoring runs, he was getting out early in the ODIs - he was doing well in the Tests.""It was a frustration he tried to take out on me."" Amir is now back in the Pakistan squad and set to make his Test comeback at Lord's.Riaz insisted Amir would rise to the occasion and that the Pakistan squad were fully behind his fellow left-arm quick.Pressed on the issue once more, Riaz told an English journalist: ""It's gone now buddy, live in the present.""",7/13/16,Wahab Riaz insists no one ruder than a Pakistani,,,
2236,"LOS ANGELES: Filipino boxing star Manny Pacquiao plans to come out of retirement to fight an as yet to be named opponent later this year, ESPN reported Tuesday.",7/13/16,Boxing Manny Pacquiao plans to fight again this year,,,
2237,"LONDON: Chris Woakes removed the Pakistan's openers Muhammad Hafeez and Shaan Masood in a testing spell, but the Green Caps went in to lunch at 76 for 2 on the first morning of the Lord's Test against England on Thursday.Azhar Ali was seven not out and Younis Khan 18 not out.This is the first of a four-Test series.Pakistan picked three left-arm pacemen -- Mohammad Amir, Wahab Riaz and Rahat Ali -- in their lineup with Yasir Shah as the lone specialist spinner.Mohammad Amir's return to test cricket following a conviction for spot-fixing has dominated the build-up to the series, as has right-hander Joe Root moving up the order to number three for England.""Looks a good pitch and the sun is up, so we'll bat first,"" Misbah said after winning the toss.England captain Alastair Cook too would have preferred to bat first.""Always a tempter with a nice bit of green grass but we would have batted, looks a really good wicket,"" he said.Nottinghamshire paceman Jake Ball makes his test debut in place of the injured James Anderson.""We've seen Jake for a few months now and he looks a really good bowler. Pakistan are a really good side and it'll be a really good battle,"" Cook said.Mushtaq Ahmed rang the five-minute bell alongside MCC chief executive Derek Brewer before starting the test match.,7/14/2016,Pakistan lunch 76 2 against England
2238,ZURICH: Propelled by an impressive European Championship campaign", Wales climbed 15 places to move into 11th, two places ahead of England," in the FIFA world rankings released on Thursday.""",7/14/16,Wales overtake England in FIFA world ranking
2239,"The slowness of the tracks in West Indies has convinced India off-spinner Ravichandran Ashwin that the only way to succeed in the four-test series is by being ""as boring as possible"".",7/14/16,Ashwin ready to bore and succeed against Windi,,,
2240,"LORDS: Pakistan captain Misbah-ul-Haq won the toss and elected to bat in the first Test against England at Lord's on Thursday.As expected, Pakistan's Mohammad Amir returned for his first Test appearance since the infamous 'spot-fixing' match against England at Lord's in 2010.'That match saw Amir and Pakistan new-ball partner Mohammad Asif deliberately bowl no-balls on the instructions of then captain Salman Butt as part of a sting operation carried out by a tabloid newspaper.All three received five-year bans from cricket and, together with sports agent Mazhar Majeed, jail terms.For all his time out of cricket, the 24-year-old Amir retains the ability to swing the ball late at sharp pace, as he showed with a first-innings haul of three for 36 in Pakistan's drawn tour opener against Somerset before he was rested from last week's draw with Sussex.Pakistan fielded three left-arm quicks Thursday in Amir, Wahab Riaz and Rahat Ali, with leg-spinner Yasir Shah completing a four-man attack.'This was Pakistan's first series in England since 2010 and Thursday's match was the 42-year-old Misbah's first appearance at Lord's.England had already named their side on Wednesday, with Nottinghamshire quick Jake Ball given a debut in place of James Anderson, England's all-time leading wicket-taker.'Anderson, although eager to prove his fitness following a shoulder injury, was left out of England's squad for this match even though coach Trevor Bayliss and captain Alastair Cook were reportedly keen for him to be included.Ball has taken 37 first-class wickets at an average of just 22 so far this season.'Before the start of play he was presented with his Test cap by his uncle and former England wicket-keeper Bruce French.England, who recently won a three-match home series against Sri Lanka, recalled Gary Ballance to their batting line-up after Nick Compton opted to take time out of cricket.'Joe Root was set to fill Compton's place at number three -- even though his Test average as a top three batsman is under 34 compared to the mark of more than 63 batting at four or five.Ballance was due to bat at number five.'An initially sunny day at Lord's would have encouraged Misbah to bat first although the skies had clouded over a touch after he won the toss.'But so good have the pitches been at Lord's this season, that all of Middlesex's County Championship matches at the ground have ended in draw.This is the first of a four-Test series.England: Alastair Cook (capt), Alex Hales, Joe Root, James Vince, Gary Ballance, Jonny Bairstow (wkt), Moeen Ali, Chris Woakes, Stuart Broad, Steven Finn, Jake BallPakistan: Mohammad Hafeez, Shan Masood, Azhar Ali, Younis Khan, Misbah-ul-Haq (capt), Asad Shafiq, Sarfraz Ahmed (wkt), Wahab Riaz, Mohammad Amir, Yasir Shah, Rahat AliUmpires: Kumar Dharmasena (SRI), Joel Wilson (WIS)TV umpire: Rod Tucker (AUS)Match referee: Richie Richardson (WIS)Source: AFP",7/14/16,Pakistan bat against England as Amir retur,,,
2241,LONDON: Wimbledon champion Andy Murray will miss Britain's Davis Cup quarter-final clash against Serbia with captain Leon Smith naming Kyle Edmund and James Ward as his two singles players on Wednesday.,7/14/16,Murray to miss Britains Davis Cup quarter fi,,,
2242,"COLOMBO: Keen to beat Sri Lanka in their own spin game, Australia have roped in local spin great Muttiah Muralitharan to help their slow bowlers ahead of the three-test series beginning at Pallekele later this month.",7/14/16,Murali heads to rival Australia camp to plot against Sri L,,,
2243,"LONDON: Yasir Shah became the first leg-spinner in 20 years to take a five-wicket haul in a Test innings at Lord's to leave Pakistan well-placed at stumps on Friday's second day of their series opener with England.At the close, England were 253 for seven in reply to Pakistan's first innings 339 -- a deficit of 86 runs, with Chris Woakes 31 not out.Shah, in his first Test since serving a three-month drugs ban -- and his first outside of Asia and the United Arab Emirates -- ran through England's middle-order on the way to five for 64 in 25 overs.It was the first time any leg-spinner had taken five or more wickets in a Test innings at Lord's since his compatriot Mushtaq Ahmed's five for 57 in 1996.Earlier, England captain Alastair Cook made 81 and in the process surpassed India great Sunil Gavaskar as the highest run-scoring opening batsman in Test history.But, in sight of a century, he became Mohammad Amir's first Test wicket in six years when the left-arm quick, who twice had Cook dropped, got him to play on.Amir, was making his return to Test cricket at Lord's -- the scene of his 2010 spot-fixing crime which saw him given a five-year ban and a jail term for deliberately bowling no balls.Amir should have had Cook out for 22 when an excellent delivery took the outside edge only for first slip Mohammad Hafeez to drop the routine catch.It was a similar story when left-hander Cook, now on 55, again edged Amir but wicket-keeper Sarfraz Ahmed floored the seemingly simple two-handed chance.Amir screamed in frustration before sharing a wry smile with captain Misbah-ul-Haq, who gave the 24-year-old paceman a consoling pat on the back.After the early loss of opener Alex Hales, Cook and new number three Joe Root shared a stand of 110.Cook, belying his reputation as a steady run-maker, struck three fours in four balls as Rahat Ali strayed onto the left-hander's pads. But Shah turned the tide when he had Root carelessly hole out off a miscued sweep on 48.James Vince and the recalled Gary Ballance were both lbw as they each failed to 'pick' Shah.Cook's cut four off Amir took him to 61 and beyond Gavaskar's mark of 9,607 runs as a Test opener.Amir eventually drew Cook wide and got the left-hander to play on to end a 124-ball innings featuring 12 fours.Jonny Bairstow had rescued England from many a top-order slump in recent times. But on Friday he was deceived into playing back to Shah and bowled by a top-spinner for 29.That left England 193 for six and they were 232 for seven when, after a prolonged review, Yasir won a tight 'umpire's call' decision to have Moeen Ali lbw on the sweep for 23.Even before Ali's exit had finally been confirmed, Shah had saluted his fifth wicket Friday by kissing the turf. It was the fifth time in just 13 Tests that the 30-year-old Shah had taken five or more wickets in an innings.Earlier, Woakes took a Test-best six for 70 as Pakistan, 282 for six overnight, were bowled out for 339.Misbah only added four to his overnight 110 not out before he was bowled by Stuart Broad.Amir, booed by a small section of a capacity crowd as he walked out to bat, inside edged his first ball in Test cricket in six years, from Broad, for four and was hit on the helmet next delivery when he ducked into another Broad ball. He was last man out for 12, caught in the slips off Broad.",7/15/16,Yasir runs through England as Amir strikes at,,,
2244,"LONDON: Pakistan's Mohammad Amir took his first Test wicket in six years when be bowled England captain Alastair Cook at Lord's on Friday.Amir was making his return to Test cricket at the scene of his 2010 spot-fixing crime which saw him given a five-year ban and a jail term for deliberately bowling no balls as part of a newspaper 'sting' during that year's Lord's Test against England.The 24-year-old paceman suffered the frustration Friday of seeing fellow left-hander Cook dropped off his bowling by slip Mohammad Hafeez and wicket-keeper Sarfraz Ahmed, who both missed routine chances, when the opener was on 22 and 55 respectively.But with Cook in sight of a hundred on the second day of the first of a four-Test series, Amir took the fielders out of the equation by inducing Cook to play on for 81.That left England 171 for five in reply to Pakistan's first innings 339 -- a deficit of 168 runs.At that stage, Amir had taken one for 46 in 12.2 overs, with his 52nd Test wicket coming in his 15th match at this level.Cook, always a prize wicket for any opposition bowler, had suggested before this match that if it were down to him, all fixers, including Amir, would be banned for life.However, the England skipper added that as Amir had ""served his time"" he had ""no problems"" in playing against him in this four-match series.By dismissing Cook, Amir had taken his first wicket in a Test match since he dismissed England's Graeme Swann on his way to figures of six for 84 in an innings and 225-run defeat for Pakistan at Lord's in 2010 -- a result overshadowed by the spot-fixing scandal.Amir struggled for line and length early in his spell Friday but became increasingly effective as the sunny skies above Lord's gave way to swing-friendly grey clouds.Cook, on 22, was drawn forward by an excellent delivery only for first slip Hafeez to drop the straightforward catch.It was a similar story when Cook, now on 55, again edged Amir but Sarfraz Ahmed, going slightly to his left, floored the two-handed chance. Amir screamed in frustration before sharing a wry smile with Pakistan captain Misbah-ul-Haq, who gave the bowler a consoling pat on the back.The floppy hair Amir sported as a teenage may have given away to a shorter cut and his once clean shaven face may now be home to a goatee beard, but when Cook was out there was no mistaking Amir's trademark arms outstretched 'airplane' celebration.Earlier on Friday, tailender Amir was booed by a small section of a capacity crowd as he walked out to bat.He inside edged his first ball, from Stuart Broad, for four. Next ball he was hit on the helmet as he ducked into a Broad delivery. But Amir also hit two well-struck boundaries before he was last man out for 12, caught in the slips off Broad.'",7/15/16,Amir snares Cook for first wicket of Test retur,,,
2245,"After being rattled out inside the first hour at Lord's, Pakistan needed to take their chances with the ball in order for their first-innings 339 to assume more daunting proportions. They proceeded to drop Alastair Cook twice, with his unbeaten 75 anchoring the England reply, but three wickets during the afternoon session for Yasir Shah kept Pakistan in the hunt.Chris Woakes' maiden five-wicket haul in Tests had helped finish off Pakistan with only 57 added to their overnight score before the stage was transported back to 2010, as Mohammad Amir prepared to bowl to Cook once again. Amir had previously removed Cook three times in five Tests and he should have added to that tally here but for glaring errors by Mohammad Hafeez, at first slip, and wicketkeeper Sarfraz Ahmed.Cook put on 110 with Joe Root for the second wicket but Yasir struck for his first Test wickets outside of Asia to check England's advance. Root, in his first innings replacing Nick Compton at No. 3, looked at something like his dynamic best before trying slightly too hard to force the pace and top-edging a slog-sweep off Yasir straight up in the air to be taken at midwicket.That gave Pakistan a look at England's reshaped middle-order, with James Vince moving up to No. 4 above the recalled Gary Ballance. Vince briefly shimmered on an otherwise dull, cloudy afternoon, before playing back to be lbw to Yasir - DRS confirming it would have clipped leg stump - for a fifth innings without a significant score at Test level. Ballance clipped one four but was then beaten by a gently turning legbreak, pushing down the wrong line, to leave England 153 for 4 at tea.Amir's first delivery in Test cricket after a five-year ban for his involvement in spot-fixing on this ground was met by a few pseudo-witty cries of ""no-ball"" from the crowd and it was unceremoniously tucked away into the covers for a single by Cook. Amir struggled with his line and length, leaking 33 runs from six overs before lunch, but ought to have removed the England captain when he had made 22, slanting the ball in to take the edge just as he did as a teenager, only for Hafeez to make a mess of a straightforward low catch.Rahat Ali was more accurate with the new ball and he picked up Alex Hales in his first over, angling a delivery across to have him taken at third slip. Cook took advantage of too many deliveries on his pads to pick up seven boundaries - including another edge through the cordon off Amir - and score at more than a run a ball, as he and Root ticked up a fifty stand before lunch.There was further anguish for Amir when he began his second spell during the afternoon, his first delivery luring Cook into a drive as the ball left him, only for the ball to hit Sarfraz on the wrist as he dived to his left.In the morning session, a burst of three wickets in eight balls, including the dismissal of Misbah-ul-Haq for 114, had helped England wrap up Pakistan's innings. Woakes collected two of them to finish with 6 for 70 and join Misbah in having his name added to the honours board. Having been 282 for 4 shortly before the close on Thursday, Pakistan would have been disappointed to make only 339.Misbah, fresh from becoming the oldest captain to score a Test hundred, began the second day with designs on seeing his side up towards 400 and a secure position from which his bowlers could mount an attack. He could only add four runs to his overnight score, however, before Stuart Broad brought a delivery back to burst between bat and pad and rattle the stumps.That dismissal meant Pakistan had gone from 310 for 7 to 316 for 9, with Woakes removing Ahmed and Wahab Riaz in the preceding over. Sarfraz had looked in dangerous mood, frequently stepping down the pitch to cut and drive on his way to 25 from 29 deliveries but he gifted his wicket when slapping a short, wide delivery to backward point to give Woakes his maiden five-for.Two deliveries later, Wahab was following Sarfraz back to the pavilion, as Woakes followed up an excellent outswinger with one of the fastest balls of the match, full and ducking in past a flimsy defence to remove off stump from the ground.As the crowd applauded Woakes' achievements, Amir walked out for his first involvement in a Test since the corresponding Lord's Test in 2010. This was not the main event, of course, but he helped add 23 runs for the final wicket with Yasir Shah in an eventful cameo: his first ball was inside-edged for four over his stumps, the second, also from Broad, went flying off the back of his helmet. There were a couple more genuine boundary strokes before Amir steered Broad to second slip to complete a good morning's work for England.",7/15/16,Cook dropped twice as England reach 153 4 at,,,
2246,"NEW DELHI: England will embark on their lengthy tour of India later this year with Rajkot hosting the first of the five Test matches from Nov. 9, the cricket boards announced on Friday.The western Indian city of Rajkot will be making its debut as a Test venue in the series, as will be coastal Vishakapatnam, which hosts the second Test from Nov. 17.Mohali, Mumbai and Chennai will host the remaining matches of what would be England's first five-Test rubber in India since 1984-85.Beginning on Jan. 15, England will also play three one-dayers and as many Twenty20 Internationals.""This promises to be a historic Test series and a great opportunity for Alastair Cook and his players to repeat the memorable Test series win we enjoyed on our last trip to India in 2012,"" Andrew Strauss, Director England Cricket, said in a statement.""Equally, Eoin Morgan's white-ball squad will be anticipating hard-fought and competitive encounters against high quality opposition in both formats."" he added.Schedule:Nov. 9-13: 1st Test, RajkotNov.17-21: 2nd Test, VishakapatnamNov.26-30: 3rd Test, MohaliDec.8-12: 4th Test, MumbaiDec.16-20: 5th Test, ChennaiJan.15: 1st ODI, PuneJan.19: 2nd ODI, CuttackJan.22: 3rd ODI, KolkataJan.26: 1st T20, KanpuJan.29: 2nd T20, NagpuFeb.1: 3rd T20, Bangalore",7/15/16,England to begin Test series in India at new venue Raj,,,
2247,LONDON: Mohammad Amir was denied a wicket on his long-awaited return to Test cricket as England dominated the second morning of the first Test at Lord's on Friday.,7/15/16,Mohammad Amir denied England domi,,,
2248,LORDS: Pakistan were dismissed for 339 runs on day 2 of the first test match by a rejuvenated English side.',7/15/16,England dismiss Pakistan for 339 in first inning,,,
2249,LONDON: Fast bowler Jake Ball hoped that his performance on his test debut against Pakistan would help silence those critics who questioned his inclusion in the team.,7/15/16,Englands Jake Ball eager prove critics wrong,,,
2250,"LONDON: Pakistan captain Misbah-ul-Haq said his unbeaten century against England at Lord's on Thursday was the ""top innings"" of an impressive Test career.- 'Honour code' -",7/15/16,Promised army guys 10 push ups century Misb,,,
2251,ISLAMABAD: The Pakistan Cricket Board (PCB) has bought four bulletproof buses as it tries to convince other teams to shed their security apprehensions and visit the country.,7/15/16,Pakistan buys bulletproof buses woo back visiting,,,
